"species"	"cap_shape"	"cap_surface"	"cap_color"	"bruises"	"odor"	"gill_attachment"	"gill_spacing"	"gill_size"	"gill_color"	"stalk_shape"	"stalk_root"	"stalk_surface"	"stalk_color"	"veil_color"	"ring_number"	"ring_type"	"spore_print_color"	"population"	"habitat"
"2574"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2575"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2576"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2577"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2578"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2579"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2580"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2581"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2582"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2583"	"graystalk"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2584"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2585"	"graystalk"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2586"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2587"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2588"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2589"	"graystalk"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2590"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2591"	"solitarius"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2592"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2593"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2594"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2595"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"2596"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2597"	"solitarius"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2598"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2599"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2600"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2601"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2602"	"nosebaffle"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2603"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2604"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2605"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2606"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"2607"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2608"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2609"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2610"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2611"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2612"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2613"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2614"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2615"	"nosebaffle"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2616"	"solitarius"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2617"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2618"	"solitarius"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2619"	"solitarius"	"convex"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2620"	"solitarius"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2621"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2622"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2623"	"solitarius"	"convex"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2624"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2625"	"graystalk"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2626"	"graystalk"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2627"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2628"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2629"	"nosebaffle"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2630"	"solitarius"	"convex"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2631"	"grassia"	"flat"	"scaly"	"brown"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"tapering"	"equal"	"smooth"	"purple"	"white"	"one"	"evanescent"	"black"	"abundant"	"grasses"
"2632"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2633"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2634"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2635"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2636"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2637"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2638"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2639"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2640"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2641"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2642"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2643"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2644"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2645"	"solitarius"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2646"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2647"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2648"	"grassia"	"flat"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"chocolate"	"tapering"	"equal"	"smooth"	"purple"	"white"	"one"	"evanescent"	"black"	"scattered"	"grasses"
"2649"	"graystalk"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2650"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2651"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2652"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2653"	"solitarius"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2654"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2655"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2656"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2657"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2658"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2659"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2660"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2661"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2662"	"solitarius"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2663"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2664"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2665"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2666"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2667"	"graystalk"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2668"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2669"	"solitarius"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2670"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2671"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2672"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2673"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2674"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2675"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2676"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2677"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2678"	"solitarius"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2679"	"solitarius"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2680"	"nosebaffle"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2681"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2682"	"solitarius"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2683"	"nosebaffle"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2684"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2685"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2686"	"nosebaffle"	"convex"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2687"	"solitarius"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2688"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2689"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2690"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2691"	"grassia"	"flat"	"scaly"	"brown"	"no"	"none"	"free"	"crowded"	"broad"	"brown"	"tapering"	"equal"	"smooth"	"purple"	"white"	"one"	"evanescent"	"brown"	"abundant"	"grasses"
"2692"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2693"	"graystalk"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2694"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2695"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2696"	"solitarius"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"2697"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"2698"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"2699"	"graystalk"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"2700"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"2701"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
